# v_p0  v_p1  v_p2
2398606 47612 49201
1830792 -103006 28625
2006101 298884 69738
3268806 -161600 -115520
2687851 -275631 -82241
3456662 -606675 4908
2254542 -263606 106893
3356395 83026 -74736
2164394 -66427 22253
2959937 159597 -34013
1802595 -31760 163620
2583113 -347670 -234
1342921 -367170 153269
2501756 -195725 37356
3156124 -423541 -69563
2135757 -84207 -32225
2278202 112518 54186
2508671 275583 33780
1968695 3761 85929
2039930 -90877 76389
1963510 22787 41300
2180127 580994 142110
2242248 140598 56136
2549436 153973 -86173
2396926 245501 -12101
4285016 92098 -148396
2347545 153812 28822
3868415 -380618 -8362
2819151 257207 -36134
2246123 -142848 182606
3736314 -112681 -136922
4475755 -287024 -120031
4235687 -136069 -182511
4209146 -481416 -22747
3089243 -180472 54849
3471089 -147238 -14658
3217254 -336347 -20726
2415926 -384278 96840
3293420 -555199 -15442
3238608 -584819 -36224
3913434 -291904 -102302
3260719 -819611 29372
4815105 -203297 -209609
5494551 -178127 -409263
5146066 493518 -308947
4931842 -11981 -280773
4369471 -242967 -185087
4074343 43123 -104103
2795497 190838 62731
2262466 -221828 9172
2149405 -33164 2209
2191079 -120030 -43938
1882023 -209354 37511
1909062 -113445 32959
3240414 -157604 -11621
2780446 47605 -129025
3311901 634734 -119248
2366748 80740 73737
2143659 233452 45714
2368966 -316039 29989
2887237 -278196 51740
3017094 40761 -95682
2253970 183481 43139
3079182 155945 -99470
2869588 139249 -131646
2439310 122249 -30334
1283822 22199 209124
2156503 160332 59133
1842779 -16023 117810
1578262 -15464 43753
1727727 98942 126234
2250192 -54894 67346
2561450 -658337 9921
1214073 -109406 193656
1730672 -199788 248133
1668654 102829 206267
2362155 23520 130823
3058425 133233 -37108
1506669 -158526 185739
2478666 2778 107184
2533478 96183 24117
1503211 64428 157565
2493061 374333 7503
2761007 -290490 1837
2153774 -354299 9300
2605516 -453174 138947
1943337 57781 193307
3380786 -96024 -87335
1971965 53643 99057
3121438 67311 -54208
2042290 274066 114266
1924704 -168526 166131
1220954 -110646 105055
2306484 -101612 56679
2377457 -418657 78842
1914096 -106642 20147
2552780 166169 -2258
3013009 261032 -64632
2065741 186760 84867
1907770 143194 142179
1928845 148488 91199
3270761 685294 -48227
2461865 232631 42282
2474856 28321 -18006
2803495 118438 -105169
4222846 -216027 -147917
2690394 137024 -52899
3368959 -332075 51203
3063183 162125 -50736
2451010 146227 98632
3494981 -409077 -144801
3546038 -251187 154056
3427313 -268023 69194
3499099 -395536 90258
2721508 84693 187521
3236202 -139519 23604
2560361 -249698 130344
2014989 -114880 160421
2166916 -268804 281213
2281250 -450954 146847
3211710 -312864 64221
2117046 -536722 223497
4044651 -432425 -21798
4385590 -782011 -147656
5398320 -204903 -354073
4243088 -403800 -80778
3429908 -386497 74738
3846313 -98392 -20815
3019979 314961 74542
1811630 -92634 130920
2096804 -19475 13528
1985239 -199032 -23865
1687877 -104980 53642
1885970 -86783 1600
3194005 -224226 -71289
2486972 -127546 -23278
3877747 335787 -152911
2549191 225708 61345
2484401 303918 15685
1976852 -200598 86064
2640293 -155615 65000
2787985 -73672 -6070
2393664 329760 92657
3111376 -33010 -87119
2803632 -115185 -99149
2750344 -95930 -153544
1775060 309826 74411
2625714 157577 -69621
2043828 165920 65546
1481414 136107 108927
1719798 448753 242990
1898772 236578 251029
1300305 -304413 334286
835212 504725 432973
1226703 592057 538574
1506145 753236 450567
1857149 619479 473904
2526993 358435 286141
1064111 471473 435250
2109897 451780 355293
2142812 350403 279628
1331241 577733 362321
2812014 392318 33924
2274379 -161840 110318
1565969 -210227 136872
2271462 -142195 154395
2429061 357338 77668
2966048 -167971 30196
2162198 263065 85543
3054016 -4804 -12613
2746086 340145 -50164
1907947 205877 181916
1200557 90962 109711
2328637 -4848 25690
1884356 -153483 165426
1727231 -364 75743
2843391 97423 -68325
3396265 17331 -165672
2517300 276014 -6360
2297373 387536 90554
2136499 362383 110667
4151951 434565 -181770
2763378 309583 28971
2298554 107417 82781
2703405 -63898 -52336
3669335 -425717 -51058
2770683 755 -57663
3054934 -205552 70164
3146711 77476 -35471
2775808 274140 50956
2646233 -572658 3929
3330738 180104 228419
2928142 78105 236810
3183866 -202056 97395
3145791 418657 115658
3041485 -50075 65328
2190245 175576 267929
2021328 219843 179540
2202046 348763 283299
1976047 -131069 153382
2912003 -137808 95823
1786242 -62658 236917
3363641 -336151 102092
2721238 -669558 242943
4404203 -719258 -132463
3208896 -265608 210320
2637920 54593 334711
3575589 -36032 63679
3354908 505249 105187
1704938 271849 212242
1960272 60640 78796
1567143 -158037 75662
1597603 3352 70283
1693914 -42362 54931
2915188 -408525 -86547
1952677 23532 176903
3808717 145643 -24708
2962288 285950 -4014
2928083 268761 -49573
1816760 4459 112157
2545666 -27581 66809
2363648 84429 172981
2828895 508496 85511
2907947 -168741 -44324
2343083 -183992 29971
2253022 -307592 -30721
2309943 353307 -10453
2806584 -62991 -125214
2375330 244942 12577
1791020 348202 80472
2212261 1054396 348914
2096673 919455 407333
1193711 492708 417453
1666519 1487218 499956
2435427 1709566 513281
2791698 1699744 424943
2869951 1702913 534782
2768107 1198850 509028
1898709 1430432 483298
2679663 1337774 490039
2220409 1241618 576910
2118571 1419690 449127
2995839 587580 161185
2192035 80887 127933
1231459 198152 273682
2378590 111788 103792
3258189 299885 -130014
2557727 42965 174104
2740873 316657 -34206
2886788 44247 65436
3123412 154721 -104437
2436721 486266 105905
1245856 383885 189182
2384232 6364 3459
1980935 146730 124100
1800174 157702 78584
2883104 -61574 -76971
3061884 -257961 -76624
2866515 192943 -54289
2917419 483242 13382
2762264 519537 33701
4271529 106174 -118936
3288550 286754 -65504
2701087 209916 -18411
2339600 -33500 78868
2941569 -394204 81401
2427036 19409 89301
3008448 -100318 26094
3091053 45006 13466
2939565 444522 131298
1780705 -384414 164947
4343342 375797 -76724
3623148 410042 49529
3151181 -37899 61103
4132868 419881 -120347
3041369 94832 74553
2971236 591209 102485
2465988 568407 157821
3485461 611421 -50344
2100094 113672 98528
2866194 41930 95032
2172642 314621 128812
3116491 -108684 112610
2142508 -37368 336823
2964493 -663588 179114
3022997 278021 290681
3304205 656894 205683
3784465 27525 -24257
4293947 587311 -58308
2495194 579906 60453
2035247 273592 116876
1290094 101534 178804
1436446 249560 189369
1513996 162559 154502
2153422 -454657 51042
2066975 467889 231290
3775740 206022 62038
3317914 228665 -44969
3117815 162905 -38835
1933040 223912 111158
2490969 138123 112134
2305018 597085 338458
3401287 673707 92646
2543424 -185527 33664
2075833 -45501 93419
1545293 -166021 164891
2564474 364430 32467
2336116 -193238 17242
2711154 224486 -29221
2497736 371218 -63628
4207244 1550075 59901
4038080 1523978 107056
2639522 1102800 148744
4543847 2118251 52807
5714332 2257095 -26424
5952180 2074515 -104826
6049407 2345295 53581
4961277 2040003 269798
4423826 2129129 173151
5068807 2093415 209739
4576814 2237097 319827
4579902 2087515 154333
3788169 932846 147918
2373611 348426 142120
1630186 810490 317285
2604487 306648 96861
3419937 -11692 -137047
2774923 427099 181726
3056561 198356 -58201
2790850 271176 170839
2912245 61740 28180
3016928 680761 106655
1797977 793805 203582
2073369 146423 164340
2349036 328423 69792
1972769 332054 108663
2501900 -113903 45007
2349636 -207998 122416
2826261 160801 35570
3550635 445118 -57630
3518762 472405 -74735
3851936 68452 91559
3675589 52076 -155959
3280001 -44737 -224149
2302085 189862 126983
2517443 -155845 143285
2416621 300803 160105
3000661 -96355 -11240
2991335 156102 96236
3591807 712505 99532
1710220 -87378 96354
5237872 -142847 -399892
4629447 195396 -242846
3374675 -12387 -42469
4648492 19178 -243958
3279504 211777 38911
4229396 482387 -197648
3571588 722055 -34221
4546031 184391 -326068
2361201 280159 71225
2993938 245789 101262
2958642 395752 -50905
3289704 33873 25068
2851302 445728 127387
2313894 -167008 277427
3963234 688704 100790
4860626 697215 -159747
3844233 -100488 -63773
5182036 243659 -254989
3580572 444764 -177913
2664641 406419 -3738
1662152 449341 137995
1904097 664294 183876
1742627 534802 203525
1595967 -245900 137059
3222758 731687 -238
4240028 254437 -35267
3507368 130499 -49586
3102675 159229 34093
2272845 445124 108164
2634788 428661 169423
3326173 1285573 304012
4280644 838439 40367
2283753 -47275 93374
2186502 119427 63147
1424649 257105 233873
2911618 471532 61190
1893205 6760 162206
2869272 171084 -13290
2914838 154586 -127795
7127994 995538 -625196
6999800 1048489 -589584
4557448 1012323 -209745
7850630 1572181 -555591
9116274 1531970 -654335
8811077 1305741 -591728
9442170 1869414 -482448
8253264 2062165 -247653
7399912 2075665 -191040
8127994 2077551 -195738
8326263 2240161 -308296
7817555 1860868 -371070
5157727 1069749 -4841
2936503 608621 106693
3143439 1283106 122427
3018646 498355 91793
2767060 -48785 121386
3680211 642283 27259
2991178 178770 46798
3169880 675559 208918
2810935 249870 134703
3866226 891430 79120
3112604 1064910 42663
2162783 631739 288054
2741442 466265 71155
2327292 600948 154603
2170263 130845 185955
2231209 101727 149526
2985989 288152 62064
4177341 212968 -181614
3961640 280138 -102765
3837490 387463 191556
3481777 -235142 -113314
2861374 -482891 -159567
2754063 384040 58311
2677928 67816 58283
3170867 492767 11429
2778121 -76138 45056
3305420 344175 69566
4945291 658096 -178355
2015625 -64963 -61522
4398834 -872755 -262268
4598468 -355221 -263445
3414743 -171924 -97618
4234185 -386073 -148397
3690206 215903 -43280
4655476 -33708 -281906
4723264 391057 -281657
4075851 -363947 -168790
2844552 365736 3821
3606886 339287 -32442
3444308 185462 -132247
3514290 -9784 -63756
3895953 439074 -123404
2705731 260408 134354
5113318 670723 -95523
5570572 213520 -265757
3295133 -48733 132918
5011678 -223753 -180648
3877959 29869 -203694
3336509 240092 -148876
2771419 482381 -129480
3382712 747403 -137560
2825878 812588 32890
1550617 5855 106446
4520009 411727 -302199
4745793 21394 -188286
3590510 32445 -50660
3344185 226525 13429
3065546 567011 -11774
3527954 665147 25081
5847021 1485339 -168409
5828635 620523 -299691
2451812 99462 34741
2496202 181171 -2769
2196358 612308 94130
3629813 516934 -32083
2189864 303970 104166
2947931 195297 30687
2750974 -18123 -31208
7713267 -544917 -774529
7747954 -443729 -774240
5317281 532528 -205765
8809884 357099 -554379
10048771 77370 -708394
9224143 179651 -456142
11065639 719783 -620652
10746516 1165748 -614203
9409788 1580829 -268890
10134933 1556946 -276056
10611083 1316216 -520182
9463380 914918 -479513
6171945 1035814 10067
3813448 732406 20416
5144964 1209116 -192063
3626194 666446 80884
2529911 408420 294531
4542163 570003 -79377
3130564 345449 97924
4570655 884591 -48961
3395323 447536 37396
5347484 826575 -179425
4747420 884692 -231482
3485660 1054549 88750
3402796 573900 12990
3268765 850797 65135
2684710 452567 93072
2828383 237132 -27755
3674273 258978 -110326
4306292 -228350 -238346
4063420 114576 -63077
4852776 595117 -25870
2887600 -336585 15247
1645562 -504379 140674
3346997 411686 -22771
3101361 22613 -98646
3893373 365115 -110456
2607423 97829 120575
4018670 339583 -84889
5828531 45948 -399099
1779519 -180916 -14587
2543788 -1008368 117858
3611013 -698643 -72137
3012360 -306817 -30060
3536221 -576596 -57726
4081470 14225 -158119
4116811 -496762 -168336
4763973 -199636 -258987
3116865 -429289 64729
3428207 264146 -108168
4216113 94932 -195401
3274407 16195 -19724
3527081 -183526 -108854
4391537 63456 -225198
3400906 358565 -25856
5808282 406237 -161434
5139877 -141637 -72654
3308469 318131 183175
4438951 -461455 -84585
3573683 -294483 -132373
3435173 -85506 -157993
3466394 -11179 -320253
4471618 161916 -400602
4290350 549169 -292663
1722286 177105 72993
4670771 -272202 -335992
4606544 -397583 -208436
3683712 -109110 -105325
3844073 129028 -120473
4086447 306681 -254709
4755435 422257 -259005
8076281 589902 -663816
6461866 -247065 -484755
2694782 85759 -27562
2694338 142410 -17993
3281894 584066 -108301
4356733 320782 -159815
2830271 371227 -21536
3169776 261999 33652
2490137 41689 82021
5070915 -1469789 -95254
5283625 -1421817 -137678
5303500 334606 -20742
7869972 -345386 -162432
8723522 -977230 -344935
8482229 -418261 -197945
11073795 -464151 -571156
11378996 -151522 -666560
10857133 1009764 -333303
11341189 1064234 -233806
10909130 506751 -266999
9234282 287910 -135380
7202819 1110183 26328
4631207 730499 -15948
6403155 652275 -328630
4415935 816426 60350
3563665 875707 131884
5079433 391004 -103574
3739911 470474 14358
5996894 433214 -367736
4054096 395304 -61241
6321273 228802 -364463
5598549 256305 -347980
5180819 916509 -206284
4114472 504549 -58611
4520805 792143 -114052
3742226 371627 -174933
3210369 47154 -127348
3995606 -97317 -209799
3598458 -602957 -116478
4076477 14630 -41434
5985145 221588 -326793
2371665 -192325 119823
1065744 -51488 266626
3802378 332529 -57251
3012268 -209753 -100518
4050008 179942 -62872
2932865 309320 69374
4470253 41029 -193149
5210801 -676409 -273041
1252002 -31063 159844
1360906 -563211 283570
2514039 -653427 103192
2611966 -316668 7031
2762994 -631149 13273
3936497 -333394 -164031
3106408 -651736 13381
3846257 -480405 -19155
2870160 -321317 12175
3718347 -35025 -181046
4027392 -288461 -157352
3078557 101569 86062
3117767 -371137 -53549
3940995 -274807 -82089
3780516 248346 -58050
6185972 25176 -229185
4661182 -111896 73414
4236074 478265 -36888
3922207 -645326 -99175
3113337 -534993 -112414
3086900 -341980 -102106
2755291 -508550 -132676
3816808 -502485 -199043
4585214 -139870 -330265
2038491 294342 39205
3654991 -741505 -124077
3792327 -712060 -100211
3606420 -401021 -178296
4013949 -217518 -208758
4273274 -324328 -335414
4877228 -149597 -252913
7513818 -618090 -436342
4881139 -847528 -55487
2532917 119807 82369
2603264 203302 91477
3695833 346796 -87226
4531626 -35730 -172919
3112566 331162 6896
3411640 345259 59408
2577132 242935 105388
2645404 -1075359 385052
2634178 -1031137 454447
5947230 190797 -178824
7308798 -550676 -114659
6952221 -1391321 -99511
8062947 -876709 -291238
9719984 -1477790 -410734
9972782 -1231918 -368771
11902218 162986 -523196
12309300 540698 -302838
10943513 160428 -142458
9261319 183247 -48440
8924853 907119 -270011
5476465 650232 -80095
6479559 95153 -204550
5536997 831705 -62757
5063957 861612 -130135
5446061 145724 -143377
4322441 426265 -40305
5744808 -228681 -219766
4209056 347915 29108
5616783 -270491 -79533
4902197 -189048 -44387
5879819 441703 -214961
4245206 504871 95928
5166939 528872 -108840
4040536 -90284 -239734
2866608 -96929 5181
3396390 -391896 -62432
2536889 -647787 65596
3973291 -38985 -3230
5794616 -464195 -297921
2300428 64303 123072
1484447 386535 162651
4054903 210886 -49258
2363904 -247887 73561
4147012 86868 -47967
3594901 299778 -79389
4083932 -269308 -80139
3605155 -880854 70839
1413576 323066 153088
1258916 -64201 196215
1895475 -386380 144717
2298351 -305578 8252
1899819 -482115 140894
3153889 -526779 -17638
2236263 -484155 139530
3185724 -384261 76061
2640699 -377175 -37212
3392806 -367124 -129223
3317032 -458834 -17452
3314123 259027 62990
2262095 -272602 168232
3161521 -202374 142515
3740886 237049 58468
5969874 -456546 -228456
4756417 -2793 10398
4887359 247946 -156861
2903720 -741579 36791
2195224 -653367 23244
2521663 -484711 -38149
1564373 -462262 160951
2317935 -471088 221603
3468862 -489267 3057
2479980 317463 -17299
2330647 -743151 119206
2657510 -751797 68364
2752519 -664862 -44114
3337429 -544632 -85101
3093719 -772133 -72031
3908440 -366280 43084
5444398 -912156 106092
3356727 -531902 291995
2600311 389602 159811
2841409 454614 128797
3583068 364589 106796
3960528 -225850 10073
3291372 440606 92367
3715460 518089 112203
3020628 407317 56302
2171811 -369001 283692
2047859 -33769 477939
6190274 -364708 -314890
6862856 -924961 -234081
5112001 -1417953 83296
6687635 -1437536 -198782
7001385 -1899089 18893
7403254 -1465841 139524
11486080 -924302 -507470
12643059 -135850 -357768
11310224 -289876 -320994
9817441 -135775 -268211
9929296 99529 -478017
6131352 417632 -130224
5859548 -59703 60812
6452109 592024 -147327
5795605 538903 -143648
5158394 -47129 -3052
4466879 434433 77898
4419854 -210718 239972
4428548 506812 115500
4573146 -28190 291947
4025593 111877 303264
5700714 220800 -3950
4719981 832216 175292
5397475 433598 -5455
3184404 -339326 26668
2494768 81844 156351
2640214 -337442 100563
1749593 -396605 176151
3805751 20703 62368
4376032 -734030 42525
2642899 236239 43167
2188408 609388 76685
3928872 235673 95391
2024632 23273 167597
4213455 -32660 -63849
3960656 45074 -159857
3339896 -206102 129721
2465957 -511273 255693
2348889 409434 -83379
1686366 164699 39596
1800107 -165047 70181
1919342 -251628 50178
1532570 -151820 161731
2406894 -430109 94254
1899115 -191633 139941
3062756 -317849 -17979
2040854 -360324 59365
2582401 -464457 35155
2727878 -412752 46916
3754449 327380 1853
1936724 229895 294691
3107229 132279 151128
3996197 422642 89217
4904483 -737310 -33062
5028480 -126468 -128563
4862287 -15087 -98043
1804670 -442697 248234
1061620 -347330 287476
1737989 -437876 96980
1079692 -7082 265615
1813565 179543 370902
2566541 -202905 234836
2792447 266510 -25263
1254113 -266486 358192
1525051 -386691 303675
1415764 -429546 284802
2066636 -399593 247759
1481536 -506239 333170
3211293 -45963 248267
4419855 -502012 240046
3382973 -40075 163706
3392558 604810 37086
3750859 562917 -37458
4056201 635336 117556
3364734 22304 215165
3959490 588591 28276
4503611 695903 36370
3595002 457672 -2917
2265635 55721 180180
3133375 612680 147581
4923103 -732230 -15690
5372489 -1270954 -69676
3522953 -1089542 224181
4339580 -1462415 174939
4584315 -1503493 317562
5688043 -889401 363939
9199332 -1552436 -70388
12085933 -819736 -323396
10631574 -973038 -299442
9194263 -647115 -170338
8964219 -625646 -185529
6069144 304268 46211
5435505 313085 290628
6569564 432369 17013
5772789 461699 73551
4570919 236397 279591
4700052 759498 228582
4066793 537647 454017
5020847 751130 130359
4805404 630705 320368
4754252 645459 157642
5927152 277645 5324
6538066 837863 -233386
6170206 304191 -173252
2326290 30639 318573
2786932 393430 133379
2298877 -69408 158152
1456895 1459 216030
3954237 136006 32966
3353161 -406481 230964
3115448 217973 -59268
3033810 691956 -5433
4206822 514820 134991
2500484 245696 25903
4016772 -116021 -12927
3809909 -263319 -142410
3353281 67899 96026
2399777 -70837 162958
2952159 49231 -238627
2032305 146493 -40507
1854237 -112838 -10417
1700287 -131209 61683
1856326 27722 1262
2165595 -266768 50120
1949908 36679 87119
2734714 -390122 -27436
1661228 -179979 105205
1946468 -259467 150299
2307725 -291544 76756
4275690 243223 -95254
2827132 673175 112943
3715043 272723 -16252
4898148 423102 -108714
3772162 -586934 163756
4690326 -386261 -93661
4601051 -124451 -17760
1557542 118281 284404
737571 405294 434550
1041591 -58662 284336
1424596 491585 223870
2799598 739022 153361
2685449 248943 196686
2833107 300628 76818
1102560 607918 492980
1136192 410097 471015
917349 373554 481349
1382931 411586 535196
917091 418556 550618
3223907 546334 348033
4142519 -48725 242608
3579208 187676 114107
4214646 563355 -60952
4414960 375760 -117390
5284160 642158 -127315
3826044 399997 111297
4861630 486368 -123292
5617751 567239 -164441
4113291 411995 -38135
2558380 395910 151359
4559447 525755 -208978
3802872 -504249 193265
3524591 -1136332 198327
2686593 -649596 210975
2828634 -928976 306694
3598071 -928205 224166
5667188 -372963 111808
6763025 -1200624 370501
10779604 -1387045 -237902
8730898 -1257178 27044
7695266 -629915 186710
7427378 -571910 204029
6107837 593226 216024
6136929 889665 248361
6746247 645532 166806
6132426 745629 174558
5279981 791342 197854
5951528 1139735 102451
5481602 1282913 243938
5967472 989897 97583
6292618 1024882 45454
6368610 530624 -269161
6670211 55408 -233438
7795197 -65431 -594999
6632689 -272601 -358063
2838568 664323 249783
3593124 524261 -11147
2454617 228467 126601
1836144 373152 135619
4374148 76782 -97452
3432956 -50968 103645
3308753 58714 -82170
4030775 528848 -166637
5504265 495217 -194146
3102377 99652 -152102
3822826 -100147 23152
3181166 -453879 -29627
3906244 49307 -108655
2753145 100984 22194
2494036 -326925 -106249
2093390 82396 -18857
1715167 -141698 -5518
1680776 -32920 35638
2070251 -102907 -102911
2065593 -245438 -14242
2052062 196548 92901
1999078 -304564 133616
1418801 93693 189286
1713069 99256 215672
1812938 -22750 218644
4327827 48757 -55096
3886428 704145 -40319
3921040 204463 -1455
5201816 132165 -118207
3110701 -136056 290032
3597507 -289166 220938
4121978 -11138 154906
1915143 681556 302994
1713967 1228760 368745
985025 667410 434686
2248986 870612 164774
4066285 799708 -52294
3084575 624601 213569
2761555 670272 308809
2358166 1537332 416726
2063377 1348293 451142
1888814 1300155 425454
2407360 1495883 505806
2100262 1450004 447543
3990250 1317531 416720
4050625 568019 388834
3568316 561681 273706
4634837 458020 -23984
4343905 273187 46518
6113298 179038 -301326
4859275 334681 -165345
5285196 181828 -160849
6143695 136066 -237279
4549949 308319 -70322
3412667 561300 -6229
4888602 27468 -232266
3489503 -119787 194132
2237149 -537983 385643
2092995 -182030 284257
2322558 -377665 245755
2896913 -551626 208184
5722466 -393487 -70214
6044744 -438451 329730
8603759 -1633101 39774
7131713 -965204 230401
7053158 -90572 303186
7086435 -106088 205158
7173138 936924 90519
7873638 1095266 -62160
7865866 863538 14046
7374321 954250 11014
7235563 713678 -302703
7887661 989738 -259983
7986198 1289622 -263099
7582260 966014 -167754
8230677 677733 -406560
7034399 -272803 -492031
6563557 -515956 -284818
6551990 -1051119 -310609
5537671 -814140 -129047
4643127 733361 -209875
4473467 314126 -202975
3070555 353093 -8777
2719416 456164 -59328
4499708 -215138 -178319
3702623 10265 -17116
3188314 -54377 -31801
4544360 87977 -251776
6231808 -192120 -433341
2949565 -197929 -109247
3706833 -36622 42529
2318492 -317102 168587
3756171 -190614 -75716
2981870 77266 -36400
1705546 -329928 85066
2184086 49252 -29264
1475411 -102243 43065
1703683 22779 24009
1658021 -229986 -1113
1681930 -232800 45668
2182956 459639 173938
1500012 149513 308296
1313350 657369 388568
1666879 680517 396247
1423945 698824 521091
3509173 305643 359339
4143838 777537 160720
3442746 512939 346333
4395598 272198 301178
2890128 619292 482483
2912460 504713 550521
3702632 577461 446991
2638828 1407280 435211
3573425 1815462 227564
2086028 1563879 439867
3256441 1194194 173828
4453564 802721 118226
3624401 1191041 364979
3438987 1473811 471490
4678077 2176872 222201
4125497 2114670 311586
3917323 1984239 263215
4981114 2220012 206564
4520726 2063825 169968
6077054 2014850 239767
5129027 1337568 334012
4391474 1160826 287246
4859815 511251 83039
4289599 577690 244837
5832985 -374945 -225779
5101777 -90268 -215754
5266208 -112758 -138871
5921888 -278782 -174891
4914490 105815 -135844
4237388 387456 -152059
4222088 -197158 9008
3567417 275505 193556
2197726 227516 337116
2149849 455194 316502
2300611 52706 187426
2205862 42331 388386
4866850 -376906 124093
6360060 -33169 100505
6211913 -1124060 460690
6359538 -475157 252014
7729653 322582 69635
7633223 69750 -29512
8755517 833192 -200195
9569242 614001 -412723
9334926 585106 -296193
8827165 718723 -245805
8197181 -272415 -610172
8909380 244479 -428530
9778624 295051 -679179
9089203 233384 -545128
8935560 -447955 -652123
5963180 -1160857 -344573
5351219 -885935 -72383
4431959 -1212961 100154
4129731 -771350 126636
5706285 -58158 -511413
4695867 -196548 -270934
3580312 226797 -100467
3301150 205821 -163802
3960925 -521752 -107204
3705981 -33847 -23473
3096838 -99357 -25031
4179226 -337725 -151627
5104269 -865553 -184229
2272405 -223688 84326
3750299 42369 25489
2140015 89356 195475
3033667 -102395 162817
3048460 -11696 -50970
1395226 -101012 124998
2289673 -60167 -74869
1399060 3751 54589
1753656 68432 22104
1173776 -81160 135395
1323555 -38252 138089
2954070 788190 112025
2119116 743613 235835
2378711 1488106 389928
2589678 1606004 485864
2375098 1934002 670668
3590614 1404215 679175
4637461 1363012 398166
3838226 1511339 600829
4397830 1242973 613495
3882176 1682170 546495
4076897 1621854 507164
4576043 1612338 537240
4672275 2245183 346596
5940898 2109175 56752
4601130 2218261 178633
4655114 1546535 160473
4883842 1338855 382376
5283597 1928270 321177
5845521 2253911 243970
7686175 2330609 -93734
7201338 2442120 -22531
6764350 2235562 -46045
8170254 2240246 -194626
7294955 2118411 -116397
9191565 2068684 -208183
7590010 1639842 -72175
6447151 1474129 -21032
5510249 700385 63306
5338284 1031176 142391
4899159 -645471 -49409
4518916 -381124 -71559
4962227 -366876 -111571
5334693 -554545 -103331
4915201 -198759 -155184
4510345 45440 -175502
3932451 -67915 74794
4521490 463361 -49450
3403439 591064 6222
3555179 811989 -4893
2756371 324447 75723
2881412 779918 277141
4404301 48915 247201
6591202 67921 10419
5762758 -169505 378321
6421708 -77617 110980
8981951 26752 -377985
8099452 -218737 -254631
9940851 137637 -491310
10152123 -441590 -619101
10144576 -289656 -571231
9731662 -4422 -473782
6720917 -1271666 -317510
8391796 -468895 -260964
8917286 -940498 -455795
8598555 -868125 -472434
7072339 -1447833 -271233
3530216 -1394696 136099
4135341 -854485 71884
3248415 -918782 150650
3656488 -559948 47320
4616314 -886389 -255087
3758968 -535474 -33635
3622559 54356 -59629
3167133 -55053 -77187
3000738 -565250 66242
3644162 -78850 -21549
2971215 -160775 -26650
3319352 -446921 43245
3405253 -857803 163877
2030658 42627 147360
4016240 -757 -76380
2864404 272411 -30199
3144988 275194 152266
2970701 -107236 -43481
1511189 103045 77268
2007969 -162062 -3794
1493567 94116 35900
1855093 108828 16560
1264192 199530 122487
1502303 222338 102010
4492744 704459 -217421
3882902 841186 -168181
5157066 1871473 -68172
5643512 2191517 3769
5847827 2931575 235813
6468154 2474885 287428
6824458 2032832 193176
6685312 2442898 237359
6900510 2247334 296947
6904995 2447980 145821
7186685 2179454 2770
7648216 2302901 71884
8351205 2439244 -211109
8789108 1905763 -294744
7963118 2094024 -324555
6963793 1616723 -143181
7311538 1878723 40710
8582541 2110486 -212491
9671574 2104412 -442355
10908832 1654168 -607106
10792241 1818564 -631626
10039199 1612921 -609017
11105549 1395386 -660965
10035131 1529941 -499162
11935720 1172446 -676637
10235964 935700 -637484
8969344 890101 -578314
7060914 476890 -336638
7543360 823024 -388859
3987220 -616572 67900
3884967 -409084 27916
4303049 -508116 -19015
4471188 -665540 2450
4402619 -440079 -74879
4257939 -249507 -112915
4173973 -38726 -47105
5421871 60560 -315269
4446121 317520 -239306
4934614 446674 -317035
3338735 369169 -22976
4863703 877172 -202852
5259123 310549 -33507
7029522 -64923 -171883
7146997 -18052 -235130
7107482 -190937 -229824
8950994 -996521 -566358
7759859 -839721 -333222
9646641 -946520 -536562
8704414 -1564887 -433415
9235842 -1485509 -561583
9277644 -1021711 -497648
4192542 -1380858 182990
7392784 -808434 -110321
6462331 -1266312 105952
6375485 -1361754 -11665
4348595 -1411967 267411
1645897 -717178 481130
3349371 -701349 76379
2522062 -668228 123845
3341654 -601844 -62458
2735554 -971081 141040
2774825 -335792 194749
3482392 9446 11953
2826064 -84525 35306
2285365 -299118 184426
3430492 -79638 34034
2610384 -140506 60837
2676858 -214055 173066
2548059 -398589 259792
2445434 231527 32489
4068848 -237251 -147702
3357800 32426 -172030
4128568 297919 -136825
2794227 -179645 -29446
1843380 181450 -1786
1595074 -33018 127005
1605526 165211 43238
2015614 126274 -1176
1798990 333625 11114
2021613 317524 -1729
5239093 51569 -370445
5057969 163777 -447747
8118582 1101133 -681844
9376365 1376069 -806866
10798894 2509110 -693092
10892900 2196837 -582263
10383219 1775249 -495673
10947059 2114404 -588084
11026681 2050200 -526133
10988570 1986416 -631379
10614548 1519339 -654586
11557657 1643920 -734122
11832114 1324701 -876566
11240233 865681 -738452
10564988 966265 -771141
9333347 848643 -615972
10731505 1164392 -748103
11844081 938778 -934597
12479846 539191 -1060575
12635369 17403 -977529
12798730 46848 -1078131
11773439 -70846 -1009376
12353896 -258370 -943723
11728128 145940 -854743
12816746 -443816 -891681
11059528 -703295 -931328
9713457 -605605 -828272
7742870 -574283 -639700
8515614 -359259 -696424
3354322 -429768 113894
3414432 -308468 74806
3529672 -419118 110099
3552297 -525783 137175
3689234 -479362 30894
3638360 -351823 19845
4054895 -160435 -38781
